234,1314
429,75
234,1314
244,1314
159,552
320,53
159,552
159,552
118,69
141,21
118,69
118,69
206,765
55,313
206,765
208,765
214,860
366,60
214,860
214,860
250,1197
451,71
250,1196
249,1193
170,451
253,46
170,451
170,451
303,1641
576,91
303,1642
304,1636
190,982
339,67
190,982
190,982
102,288
137,33
102,288
102,288
